optimizer,n_layers,n_neurons,learning_rate,mse,loc,model
adam,5,50,0.009458886,0.21900713443756104,Cabo_de_Palos,COP
adam,5,100,0.009480838,0.10830150544643402,Cabo_de_Palos,COP
adam,5,200,0.008823483,0.08299870043992996,Cabo_de_Palos,COP
adam,10,10,0.009480838,0.599157989025116,Cabo_de_Palos,COP
adam,10,50,0.009502838,0.15606878697872162,Cabo_de_Palos,COP
adam,10,100,0.0094151385,0.2567625045776367,Cabo_de_Palos,COP
adam,10,200,0.00939334,0.42062243819236755,Cabo_de_Palos,COP
adam,15,10,0.009285103,0.23586951196193695,Cabo_de_Palos,COP
adam,15,50,0.009436987,0.40681368112564087,Cabo_de_Palos,COP
adam,15,100,0.009502838,0.42106306552886963,Cabo_de_Palos,COP
adam,15,200,0.009502838,0.4206846058368683,Cabo_de_Palos,COP
sgd,1,10,0.00876234,0.0707193985581398,Cabo_de_Palos,COP
sgd,1,50,0.008782674,0.0675116777420044,Cabo_de_Palos,COP
sgd,1,100,0.00930665,0.06712322682142258,Cabo_de_Palos,COP
sgd,1,200,0.009030394,0.0666716918349266,Cabo_de_Palos,COP
sgd,5,10,0.009458886,0.24149076640605927,Cabo_de_Palos,COP
sgd,5,50,0.009502838,0.18366269767284393,Cabo_de_Palos,COP
sgd,5,100,0.0094151385,0.11586324125528336,Cabo_de_Palos,COP
sgd,5,200,0.009480838,0.09701551496982574,Cabo_de_Palos,COP
sgd,10,10,0.009178112,0.5111501812934875,Cabo_de_Palos,COP
sgd,10,50,0.009242157,0.15579459071159363,Cabo_de_Palos,COP
sgd,10,100,0.009051351,0.15716323256492615,Cabo_de_Palos,COP
sgd,10,200,0.009480838,0.24211938679218292,Cabo_de_Palos,COP
sgd,15,10,0.009371592,0.47638750076293945,Cabo_de_Palos,COP
sgd,15,50,0.009093409,0.14607103168964386,Cabo_de_Palos,COP
sgd,15,100,0.009263605,0.11979993432760239,Cabo_de_Palos,COP
sgd,15,200,0.009328247,0.3559374213218689,Cabo_de_Palos,COP
rmsprop,1,10,0.009178112,0.08580346405506134,Cabo_de_Palos,COP
rmsprop,1,50,0.008967817,0.08617415279150009,Cabo_de_Palos,COP
rmsprop,1,100,0.008601353,0.09531555324792862,Cabo_de_Palos,COP
rmsprop,1,200,0.009135663,0.09308071434497833,Cabo_de_Palos,COP
rmsprop,5,10,0.009480838,0.5070844888687134,Cabo_de_Palos,COP
rmsprop,5,50,0.0094151385,0.1363089680671692,Cabo_de_Palos,COP
rmsprop,5,100,0.009349895,0.12260860204696655,Cabo_de_Palos,COP
rmsprop,5,200,0.009051351,0.12200941890478134,Cabo_de_Palos,COP
rmsprop,10,10,0.009436987,0.6715709567070007,Cabo_de_Palos,COP
rmsprop,10,50,0.009480838,0.117926225066185,Cabo_de_Palos,COP
rmsprop,10,100,0.009093409,0.1345699280500412,Cabo_de_Palos,COP
rmsprop,10,200,0.009072355,0.12244969606399536,Cabo_de_Palos,COP
rmsprop,15,10,0.009458886,0.5641888380050659,Cabo_de_Palos,COP
rmsprop,15,50,0.009135663,0.3301091492176056,Cabo_de_Palos,COP
rmsprop,15,100,0.007931101,0.42571595311164856,Cabo_de_Palos,COP
rmsprop,15,200,0.007931101,0.4257098436355591,Cabo_de_Palos,COP
adam,1,10,0.008546069,0.07269113510847092,Valencia,GOW
adam,1,50,0.009109327,0.06889103353023529,Valencia,GOW
adam,1,100,0.009312829,0.07569477707147598,Valencia,GOW
adam,1,200,0.009451017,0.07089799642562866,Valencia,GOW
adam,5,10,0.009131717,0.21330370008945465,Valencia,GOW
adam,5,50,0.009497534,0.15513822436332703,Valencia,GOW
adam,5,100,0.009474247,0.09822896867990494,Valencia,GOW
adam,5,200,0.008866631,0.07419296354055405,Valencia,GOW
adam,10,10,0.009244495,0.29387712478637695,Valencia,GOW
adam,10,50,0.009381669,0.14488859474658966,Valencia,GOW
adam,10,100,0.008954127,0.08441328257322311,Valencia,GOW
adam,10,200,0.009427844,0.2684538960456848,Valencia,GOW
adam,15,10,0.008844892,0.2554703950881958,Valencia,GOW
adam,15,50,0.009474247,0.2650791108608246,Valencia,GOW
adam,15,100,0.009474247,0.2683914601802826,Valencia,GOW
adam,15,200,0.009497534,0.26608359813690186,Valencia,GOW
sgd,1,10,0.008609241,0.06933192163705826,Valencia,GOW
sgd,1,50,0.008888425,0.0697610154747963,Valencia,GOW
sgd,1,100,0.008116658,0.06763371080160141,Valencia,GOW
sgd,1,200,0.00799798,0.06782466173171997,Valencia,GOW
sgd,5,10,0.009474247,0.15979917347431183,Valencia,GOW
sgd,5,50,0.009451017,0.1215767115354538,Valencia,GOW
sgd,5,100,0.009427844,0.09381549805402756,Valencia,GOW
sgd,5,200,0.00933572,0.07507601380348206,Valencia,GOW
sgd,10,10,0.009358666,0.21824760735034943,Valencia,GOW
sgd,10,50,0.009404728,0.17399293184280396,Valencia,GOW
sgd,10,100,0.009427844,0.16256947815418243,Valencia,GOW
sgd,10,200,0.009404728,0.157441645860672,Valencia,GOW
sgd,15,10,0.009064712,0.2809746563434601,Valencia,GOW
sgd,15,50,0.009176662,0.23593270778656006,Valencia,GOW
sgd,15,100,0.00933572,0.19656796753406525,Valencia,GOW
sgd,15,200,0.00933572,0.17369221150875092,Valencia,GOW
rmsprop,1,10,0.0084833605,0.07579444348812103,Valencia,GOW
rmsprop,1,50,0.008888425,0.07421992719173431,Valencia,GOW
rmsprop,1,100,0.009244495,0.07006139308214188,Valencia,GOW
rmsprop,1,200,0.009131717,0.06928528845310211,Valencia,GOW
rmsprop,5,10,0.008277639,0.19174115359783173,Valencia,GOW
rmsprop,5,50,0.009404728,0.10650285333395004,Valencia,GOW
rmsprop,5,100,0.009289995,0.09970293194055557,Valencia,GOW
rmsprop,5,200,0.009064712,0.06902782618999481,Valencia,GOW
rmsprop,10,10,0.009427844,0.2936202585697174,Valencia,GOW
rmsprop,10,50,0.009358666,0.17221423983573914,Valencia,GOW
rmsprop,10,100,0.009404728,0.11020879447460175,Valencia,GOW
rmsprop,10,200,0.008888425,0.08729012310504913,Valencia,GOW
rmsprop,15,10,0.009497534,0.24957087635993958,Valencia,GOW
rmsprop,15,50,0.009404728,0.2639594078063965,Valencia,GOW
rmsprop,15,100,0.009474247,0.263857901096344,Valencia,GOW
rmsprop,15,200,0.009381669,0.2639645040035248,Valencia,GOW
adam,1,10,0.009497534,0.07672882825136185,Valencia,COP
adam,1,50,0.008525115,0.07954858988523483,Valencia,COP
adam,1,100,0.009244495,0.07813388109207153,Valencia,COP
adam,1,200,0.008694197,0.07730529457330704,Valencia,COP
adam,5,10,0.008801571,0.19815701246261597,Valencia,COP
adam,5,50,0.009427844,0.1411352902650833,Valencia,COP
adam,5,100,0.009497534,0.08385604619979858,Valencia,COP
adam,5,200,0.009020315,0.0886416882276535,Valencia,COP
adam,10,10,0.009497534,0.2912042737007141,Valencia,COP
adam,10,50,0.009381669,0.10961013287305832,Valencia,COP
adam,10,100,0.009358666,0.2666560113430023,Valencia,COP
adam,10,200,0.009497534,0.26607343554496765,Valencia,COP
adam,15,10,0.009109327,0.18780532479286194,Valencia,COP
adam,15,50,0.009497534,0.26494893431663513,Valencia,COP
adam,15,100,0.009474247,0.26582247018814087,Valencia,COP
adam,15,200,0.009497534,0.2658967077732086,Valencia,COP
sgd,1,10,0.008630401,0.07570178806781769,Valencia,COP
sgd,1,50,0.009244495,0.07451623678207397,Valencia,COP
sgd,1,100,0.00782321,0.07516791671514511,Valencia,COP
sgd,1,200,0.0084833605,0.0748400166630745,Valencia,COP
sgd,5,10,0.009474247,0.16879016160964966,Valencia,COP
sgd,5,50,0.009451017,0.12504562735557556,Valencia,COP
sgd,5,100,0.009427844,0.09878026694059372,Valencia,COP
sgd,5,200,0.009176662,0.08626940846443176,Valencia,COP
sgd,10,10,0.009199218,0.2486506849527359,Valencia,COP
sgd,10,50,0.009312829,0.17668594419956207,Valencia,COP
sgd,10,100,0.009381669,0.16372598707675934,Valencia,COP
sgd,10,200,0.009404728,0.14642509818077087,Valencia,COP
sgd,15,10,0.009176662,0.24229632318019867,Valencia,COP
sgd,15,50,0.009199218,0.23644901812076569,Valencia,COP
sgd,15,100,0.0092672175,0.19292621314525604,Valencia,COP
sgd,15,200,0.009358666,0.1664796769618988,Valencia,COP
rmsprop,1,10,0.009451017,0.07866550981998444,Valencia,COP
rmsprop,1,50,0.008359321,0.07609717547893524,Valencia,COP
rmsprop,1,100,0.008672879,0.07961627095937729,Valencia,COP
rmsprop,1,200,0.008844892,0.07614901661872864,Valencia,COP
rmsprop,5,10,0.008976135,0.1742265522480011,Valencia,COP
rmsprop,5,50,0.009474247,0.11228828132152557,Valencia,COP
rmsprop,5,100,0.008823205,0.09447480738162994,Valencia,COP
rmsprop,5,200,0.009199218,0.10371018201112747,Valencia,COP
rmsprop,10,10,0.009358666,0.2562503516674042,Valencia,COP
rmsprop,10,50,0.0092672175,0.11854187399148941,Valencia,COP
rmsprop,10,100,0.008888425,0.15333771705627441,Valencia,COP
rmsprop,10,200,0.009064712,0.13069768249988556,Valencia,COP
rmsprop,15,10,0.009176662,0.2950063943862915,Valencia,COP
rmsprop,15,50,0.009244495,0.19153347611427307,Valencia,COP
rmsprop,15,100,0.009474247,0.26386862993240356,Valencia,COP
rmsprop,15,200,0.009404728,0.26388880610466003,Valencia,COP
adam,1,10,0.009321174,0.05449175834655762,Tarragona,GOW
adam,1,50,0.008946678,0.062231674790382385,Tarragona,GOW
adam,1,100,0.008842468,0.05469970032572746,Tarragona,GOW
adam,1,200,0.009239626,0.05276584252715111,Tarragona,GOW
adam,5,10,0.009348515,0.3636109232902527,Tarragona,GOW
adam,5,50,0.009375937,0.17920944094657898,Tarragona,GOW
adam,5,100,0.009293911,0.07019780576229095,Tarragona,GOW
adam,5,200,0.00876511,0.12070485949516296,Tarragona,GOW
adam,10,10,0.009375937,0.44597509503364563,Tarragona,GOW
adam,10,50,0.009375937,0.20961515605449677,Tarragona,GOW
adam,10,100,0.009293911,0.2967740595340729,Tarragona,GOW
adam,10,200,0.009375937,0.3816015422344208,Tarragona,GOW
adam,15,10,0.00940344,0.33066657185554504,Tarragona,GOW
adam,15,50,0.00940344,0.3813250660896301,Tarragona,GOW
adam,15,100,0.00940344,0.3818094730377197,Tarragona,GOW
adam,15,200,0.00940344,0.3818908631801605,Tarragona,GOW
sgd,1,10,0.0089729205,0.05682644248008728,Tarragona,GOW
sgd,1,50,0.00746095,0.05225204676389694,Tarragona,GOW
sgd,1,100,0.007637841,0.051660504192113876,Tarragona,GOW
sgd,1,200,0.008663016,0.05179468169808388,Tarragona,GOW
sgd,5,10,0.009348515,0.2354385405778885,Tarragona,GOW
sgd,5,50,0.009348515,0.18753087520599365,Tarragona,GOW
sgd,5,100,0.009375937,0.11105873435735703,Tarragona,GOW
sgd,5,200,0.009293911,0.08261173963546753,Tarragona,GOW
sgd,10,10,0.0092667295,0.29688823223114014,Tarragona,GOW
sgd,10,50,0.0092667295,0.2294081598520279,Tarragona,GOW
sgd,10,100,0.009239626,0.19482406973838806,Tarragona,GOW
sgd,10,200,0.009348515,0.21496540307998657,Tarragona,GOW
sgd,15,10,0.009185659,0.37538161873817444,Tarragona,GOW
sgd,15,50,0.00889442,0.31905558705329895,Tarragona,GOW
sgd,15,100,0.0089729205,0.21836546063423157,Tarragona,GOW
sgd,15,200,0.0092667295,0.2636713981628418,Tarragona,GOW
rmsprop,1,10,0.008946678,0.055770110338926315,Tarragona,GOW
rmsprop,1,50,0.008816606,0.0657489076256752,Tarragona,GOW
rmsprop,1,100,0.008999241,0.056553859263658524,Tarragona,GOW
rmsprop,1,200,0.00892051,0.05729866400361061,Tarragona,GOW
rmsprop,5,10,0.009348515,0.35178759694099426,Tarragona,GOW
rmsprop,5,50,0.009348515,0.12195271998643875,Tarragona,GOW
rmsprop,5,100,0.009212603,0.09406901895999908,Tarragona,GOW
rmsprop,5,200,0.00940344,0.08732438832521439,Tarragona,GOW
rmsprop,10,10,0.00940344,0.47028541564941406,Tarragona,GOW
rmsprop,10,50,0.009239626,0.16529226303100586,Tarragona,GOW
rmsprop,10,100,0.009212603,0.15294061601161957,Tarragona,GOW
rmsprop,10,200,0.009321174,0.11274641007184982,Tarragona,GOW
rmsprop,15,10,0.008194076,0.21976137161254883,Tarragona,GOW
rmsprop,15,50,0.0092667295,0.1811634600162506,Tarragona,GOW
rmsprop,15,100,0.009158793,0.3892476260662079,Tarragona,GOW
rmsprop,15,200,0.009105297,0.3894168436527252,Tarragona,GOW
adam,1,10,0.008739474,0.06566458940505981,Tarragona,COP
adam,1,50,0.009025639,0.08931843936443329,Tarragona,COP
adam,1,100,0.008946678,0.07838983833789825,Tarragona,COP
adam,1,200,0.009158793,0.07759018242359161,Tarragona,COP
adam,5,10,0.009348515,0.3500848710536957,Tarragona,COP
adam,5,50,0.009239626,0.2305348962545395,Tarragona,COP
adam,5,100,0.008412954,0.06967894732952118,Tarragona,COP
adam,5,200,0.009158793,0.11279028654098511,Tarragona,COP
adam,10,10,0.009348515,0.4848320782184601,Tarragona,COP
adam,10,50,0.009239626,0.16115516424179077,Tarragona,COP
adam,10,100,0.009239626,0.23023049533367157,Tarragona,COP
adam,10,200,0.009348515,0.381661981344223,Tarragona,COP
adam,15,10,0.008790821,0.27647125720977783,Tarragona,COP
adam,15,50,0.00940344,0.3815157115459442,Tarragona,COP
adam,15,100,0.009348515,0.38157278299331665,Tarragona,COP
adam,15,200,0.009375937,0.3816055953502655,Tarragona,COP
sgd,1,10,0.008266396,0.06687450408935547,Tarragona,COP
sgd,1,50,0.0074828356,0.061775386333465576,Tarragona,COP
sgd,1,100,0.00746095,0.06184317544102669,Tarragona,COP
sgd,1,200,0.00746095,0.06213754042983055,Tarragona,COP
sgd,5,10,0.009212603,0.23985475301742554,Tarragona,COP
sgd,5,50,0.009375937,0.21376870572566986,Tarragona,COP
sgd,5,100,0.009348515,0.14552287757396698,Tarragona,COP
sgd,5,200,0.009293911,0.1047259196639061,Tarragona,COP
sgd,10,10,0.0092667295,0.2984476685523987,Tarragona,COP
sgd,10,50,0.009293911,0.26997265219688416,Tarragona,COP
sgd,10,100,0.009348515,0.21388433873653412,Tarragona,COP
sgd,10,200,0.009375937,0.21410734951496124,Tarragona,COP
sgd,15,10,0.009185659,0.39392194151878357,Tarragona,COP
sgd,15,50,0.009105297,0.36087554693222046,Tarragona,COP
sgd,15,100,0.009132006,0.2517925202846527,Tarragona,COP
sgd,15,200,0.009293911,0.24190810322761536,Tarragona,COP
rmsprop,1,10,0.009293911,0.06948574632406235,Tarragona,COP
rmsprop,1,50,0.008562111,0.07280150055885315,Tarragona,COP
rmsprop,1,100,0.008170111,0.07697196304798126,Tarragona,COP
rmsprop,1,200,0.009105297,0.08886349201202393,Tarragona,COP
rmsprop,5,10,0.009375937,0.34797170758247375,Tarragona,COP
rmsprop,5,50,0.009375937,0.17217805981636047,Tarragona,COP
rmsprop,5,100,0.009375937,0.12545259296894073,Tarragona,COP
rmsprop,5,200,0.00892051,0.1268392950296402,Tarragona,COP
rmsprop,10,10,0.009348515,0.46267208456993103,Tarragona,COP
rmsprop,10,50,0.009025639,0.15388132631778717,Tarragona,COP
rmsprop,10,100,0.009132006,0.13056638836860657,Tarragona,COP
rmsprop,10,200,0.009025639,0.14697134494781494,Tarragona,COP
rmsprop,15,10,0.008098634,0.19338911771774292,Tarragona,COP
rmsprop,15,50,0.009185659,0.24541322886943817,Tarragona,COP
rmsprop,15,100,0.009158793,0.3893375098705292,Tarragona,COP
rmsprop,15,200,0.009185659,0.3895074427127838,Tarragona,COP
adam,1,10,0.008807322,0.10559851676225662,Cabo_Begur,GOW
adam,1,50,0.008618407,0.10512550920248032,Cabo_Begur,GOW
adam,1,100,0.009312338,0.1223950907588005,Cabo_Begur,GOW
adam,1,200,0.009226202,0.12426681071519852,Cabo_Begur,GOW
adam,5,10,0.00934123,0.9389377236366272,Cabo_Begur,GOW
adam,5,50,0.00937021,0.6349040865898132,Cabo_Begur,GOW
adam,5,100,0.00937021,0.23022252321243286,Cabo_Begur,GOW
adam,5,200,0.008780083,0.2191881388425827,Cabo_Begur,GOW
adam,10,10,0.0086988695,1.4806586503982544,Cabo_Begur,GOW
adam,10,50,0.00934123,0.4857743978500366,Cabo_Begur,GOW
adam,10,100,0.00937021,0.39229291677474976,Cabo_Begur,GOW
adam,10,200,0.00934123,1.1690516471862793,Cabo_Begur,GOW
adam,15,10,0.009112591,1.6984810829162598,Cabo_Begur,GOW
adam,15,50,0.009312338,1.237987756729126,Cabo_Begur,GOW
adam,15,100,0.00937021,1.1705689430236816,Cabo_Begur,GOW
adam,15,200,0.00937021,1.1715936660766602,Cabo_Begur,GOW
sgd,1,10,0.008618407,0.09559530019760132,Cabo_Begur,GOW
sgd,1,50,0.009000379,0.10132016241550446,Cabo_Begur,GOW
sgd,1,100,0.009197667,0.10138468444347382,Cabo_Begur,GOW
sgd,1,200,0.008459708,0.10364653170108795,Cabo_Begur,GOW
sgd,5,10,0.009312338,0.6529150605201721,Cabo_Begur,GOW
sgd,5,50,0.009254825,0.5851403474807739,Cabo_Begur,GOW
sgd,5,100,0.009197667,0.3209502696990967,Cabo_Begur,GOW
sgd,5,200,0.008834646,0.21233011782169342,Cabo_Begur,GOW
sgd,10,10,0.008944792,0.9740025401115417,Cabo_Begur,GOW
sgd,10,50,0.009312338,0.6093383431434631,Cabo_Begur,GOW
sgd,10,100,0.009312338,0.596438467502594,Cabo_Begur,GOW
sgd,10,200,0.009312338,0.6321876049041748,Cabo_Begur,GOW
sgd,15,10,0.0088895485,0.9481229782104492,Cabo_Begur,GOW
sgd,15,50,0.009000379,0.7219846844673157,Cabo_Begur,GOW
sgd,15,100,0.009056311,0.21631357073783875,Cabo_Begur,GOW
sgd,15,200,0.009254825,0.7246633172035217,Cabo_Begur,GOW
rmsprop,1,10,0.009028302,0.10976462811231613,Cabo_Begur,GOW
rmsprop,1,50,0.00937021,0.1100473627448082,Cabo_Begur,GOW
rmsprop,1,100,0.00937021,0.10794928669929504,Cabo_Begur,GOW
rmsprop,1,200,0.007829312,0.11068590730428696,Cabo_Begur,GOW
rmsprop,5,10,0.009254825,0.7941242456436157,Cabo_Begur,GOW
rmsprop,5,50,0.009283538,0.2950434386730194,Cabo_Begur,GOW
rmsprop,5,100,0.009226202,0.26587748527526855,Cabo_Begur,GOW
rmsprop,5,200,0.009197667,0.19891899824142456,Cabo_Begur,GOW
rmsprop,10,10,0.009084407,1.3501156568527222,Cabo_Begur,GOW
rmsprop,10,50,0.00934123,0.34176555275917053,Cabo_Begur,GOW
rmsprop,10,100,0.00937021,0.3129945695400238,Cabo_Begur,GOW
rmsprop,10,200,0.009084407,0.5723251700401306,Cabo_Begur,GOW
rmsprop,15,10,0.008176311,1.0181512832641602,Cabo_Begur,GOW
rmsprop,15,50,0.009312338,0.7414677739143372,Cabo_Begur,GOW
rmsprop,15,100,0.00937021,0.5103157162666321,Cabo_Begur,GOW
rmsprop,15,200,0.00733623,1.1548843383789062,Cabo_Begur,GOW
adam,1,10,0.008944792,0.11668236553668976,Cabo_Begur,COP
adam,1,50,0.008725857,0.13212844729423523,Cabo_Begur,COP
adam,1,100,0.009312338,0.1617370843887329,Cabo_Begur,COP
adam,1,200,0.009000379,0.18344150483608246,Cabo_Begur,COP
adam,5,10,0.009312338,1.095228910446167,Cabo_Begur,COP
adam,5,50,0.009312338,0.6608121395111084,Cabo_Begur,COP
adam,5,100,0.009312338,0.2678806781768799,Cabo_Begur,COP
adam,5,200,0.00934123,0.19595159590244293,Cabo_Begur,COP
adam,10,10,0.00937021,1.4573756456375122,Cabo_Begur,COP
adam,10,50,0.009283538,0.32358694076538086,Cabo_Begur,COP
adam,10,100,0.009283538,0.7320563197135925,Cabo_Begur,COP
adam,10,200,0.009312338,1.1695078611373901,Cabo_Begur,COP
adam,15,10,0.009084407,0.5877401828765869,Cabo_Begur,COP
adam,15,50,0.00934123,1.1699165105819702,Cabo_Begur,COP
adam,15,100,0.00937021,1.170005440711975,Cabo_Begur,COP
adam,15,200,0.00937021,1.1695382595062256,Cabo_Begur,COP
sgd,1,10,0.007450738,0.11893428862094879,Cabo_Begur,COP
sgd,1,50,0.00733623,0.11588496714830399,Cabo_Begur,COP
sgd,1,100,0.0073818206,0.12136893719434738,Cabo_Begur,COP
sgd,1,200,0.007473853,0.11793698370456696,Cabo_Begur,COP
sgd,5,10,0.00934123,0.7505933046340942,Cabo_Begur,COP
sgd,5,50,0.00934123,0.6148115992546082,Cabo_Begur,COP
sgd,5,100,0.009312338,0.4155818819999695,Cabo_Begur,COP
sgd,5,200,0.009312338,0.21495048701763153,Cabo_Begur,COP
sgd,10,10,0.009226202,0.8145259022712708,Cabo_Begur,COP
sgd,10,50,0.009226202,0.4392068088054657,Cabo_Begur,COP
sgd,10,100,0.009226202,0.6407288908958435,Cabo_Begur,COP
sgd,10,200,0.009312338,0.6719550490379333,Cabo_Begur,COP
sgd,15,10,0.009028302,1.0773000717163086,Cabo_Begur,COP
sgd,15,50,0.009028302,0.8171133399009705,Cabo_Begur,COP
sgd,15,100,0.008972542,0.24067139625549316,Cabo_Begur,COP
sgd,15,200,0.009254825,0.7588304877281189,Cabo_Begur,COP
rmsprop,1,10,0.008972542,0.11404623091220856,Cabo_Begur,COP
rmsprop,1,50,0.008671965,0.1478767991065979,Cabo_Begur,COP
rmsprop,1,100,0.008645144,0.13658583164215088,Cabo_Begur,COP
rmsprop,1,200,0.009000379,0.13209626078605652,Cabo_Begur,COP
rmsprop,5,10,0.00937021,0.9701322317123413,Cabo_Begur,COP
rmsprop,5,50,0.009169221,0.4682416319847107,Cabo_Begur,COP
rmsprop,5,100,0.00937021,0.23904308676719666,Cabo_Begur,COP
rmsprop,5,200,0.009169221,0.23184087872505188,Cabo_Begur,COP
rmsprop,10,10,0.00937021,1.4860409498214722,Cabo_Begur,COP
rmsprop,10,50,0.008972542,0.3814901113510132,Cabo_Begur,COP
rmsprop,10,100,0.00937021,0.32713189721107483,Cabo_Begur,COP
rmsprop,10,200,0.008807322,0.40183767676353455,Cabo_Begur,COP
rmsprop,15,10,0.008565179,1.2856618165969849,Cabo_Begur,COP
rmsprop,15,50,0.009283538,0.7762104868888855,Cabo_Begur,COP
rmsprop,15,100,0.009312338,0.2710399329662323,Cabo_Begur,COP
rmsprop,15,200,0.00733623,1.1549737453460693,Cabo_Begur,COP
adam,1,10,0.009278844,0.08889798074960709,Dragonera,GOW
adam,1,50,0.008488636,0.07990166544914246,Dragonera,GOW
adam,1,100,0.009335326,0.07993526011705399,Dragonera,GOW
adam,1,200,0.008947054,0.07867475599050522,Dragonera,GOW
adam,5,10,0.0095647145,0.5917159914970398,Dragonera,GOW
adam,5,50,0.009584082,0.410971999168396,Dragonera,GOW
adam,5,100,0.009545386,0.09835342317819595,Dragonera,GOW
adam,5,200,0.009584082,0.1492852419614792,Dragonera,GOW
adam,10,10,0.009584082,0.8597621321678162,Dragonera,GOW
adam,10,50,0.0095647145,0.213889479637146,Dragonera,GOW
adam,10,100,0.0095647145,0.3217369318008423,Dragonera,GOW
adam,10,200,0.009449325,0.7375237941741943,Dragonera,GOW
adam,15,10,0.009001517,0.7370362281799316,Dragonera,GOW
adam,15,50,0.0095647145,0.7687378525733948,Dragonera,GOW
adam,15,100,0.009584082,0.7379965782165527,Dragonera,GOW
adam,15,200,0.009373171,0.7368614673614502,Dragonera,GOW
sgd,1,10,0.008168562,0.08471821248531342,Dragonera,GOW
sgd,1,50,0.008168562,0.07906309515237808,Dragonera,GOW
sgd,1,100,0.008168562,0.07803762704133987,Dragonera,GOW
sgd,1,200,0.008168562,0.07669355720281601,Dragonera,GOW
sgd,5,10,0.009506845,0.37627479434013367,Dragonera,GOW
sgd,5,50,0.009487633,0.31528446078300476,Dragonera,GOW
sgd,5,100,0.009468459,0.1881030648946762,Dragonera,GOW
sgd,5,200,0.009449325,0.11672848463058472,Dragonera,GOW
sgd,10,10,0.009411171,0.5806704759597778,Dragonera,GOW
sgd,10,50,0.009449325,0.33964598178863525,Dragonera,GOW
sgd,10,100,0.009468459,0.31156548857688904,Dragonera,GOW
sgd,10,200,0.009506845,0.3413968086242676,Dragonera,GOW
sgd,15,10,0.00935423,0.6502750515937805,Dragonera,GOW
sgd,15,50,0.009222703,0.4892103374004364,Dragonera,GOW
sgd,15,100,0.009148377,0.15875205397605896,Dragonera,GOW
sgd,15,200,0.009449325,0.41211754083633423,Dragonera,GOW
rmsprop,1,10,0.009148377,0.08117425441741943,Dragonera,GOW
rmsprop,1,50,0.0088391155,0.09339042752981186,Dragonera,GOW
rmsprop,1,100,0.008821253,0.07846242934465408,Dragonera,GOW
rmsprop,1,200,0.009185465,0.07526810467243195,Dragonera,GOW
rmsprop,5,10,0.009584082,0.5149925351142883,Dragonera,GOW
rmsprop,5,50,0.009526095,0.23699037730693817,Dragonera,GOW
rmsprop,5,100,0.009545386,0.0944899395108223,Dragonera,GOW
rmsprop,5,200,0.009526095,0.10975435376167297,Dragonera,GOW
rmsprop,10,10,0.0095647145,0.8434640765190125,Dragonera,GOW
rmsprop,10,50,0.009584082,0.2789557874202728,Dragonera,GOW
rmsprop,10,100,0.009449325,0.8998894691467285,Dragonera,GOW
rmsprop,10,200,0.009506845,0.21868892014026642,Dragonera,GOW
rmsprop,15,10,0.008234927,0.7349717617034912,Dragonera,GOW
rmsprop,15,50,0.009506845,0.31924787163734436,Dragonera,GOW
rmsprop,15,100,0.009545386,0.7432791590690613,Dragonera,GOW
rmsprop,15,200,0.009526095,0.7430535554885864,Dragonera,GOW
adam,1,10,0.0088391155,0.0884721428155899,Dragonera,COP
adam,1,50,0.00935423,0.09887080639600754,Dragonera,COP
adam,1,100,0.009166902,0.10291372984647751,Dragonera,COP
adam,1,200,0.009111439,0.09876048564910889,Dragonera,COP
adam,5,10,0.0095647145,0.60584557056427,Dragonera,COP
adam,5,50,0.0095647145,0.34784775972366333,Dragonera,COP
adam,5,100,0.009468459,0.13340991735458374,Dragonera,COP
adam,5,200,0.009449325,0.20059122145175934,Dragonera,COP
adam,10,10,0.0095647145,0.8419727683067322,Dragonera,COP
adam,10,50,0.009335326,0.22646373510360718,Dragonera,COP
adam,10,100,0.009584082,0.19007210433483124,Dragonera,COP
adam,10,200,0.009584082,0.7360749244689941,Dragonera,COP
adam,15,10,0.009526095,0.92022305727005,Dragonera,COP
adam,15,50,0.009487633,0.4416176974773407,Dragonera,COP
adam,15,100,0.0095647145,0.7367823123931885,Dragonera,COP
adam,15,200,0.0095647145,0.7388986945152283,Dragonera,COP
sgd,1,10,0.008168562,0.09240315109491348,Dragonera,COP
sgd,1,50,0.008168562,0.08703818172216415,Dragonera,COP
sgd,1,100,0.008168562,0.08667823672294617,Dragonera,COP
sgd,1,200,0.009166902,0.08598552644252777,Dragonera,COP
sgd,5,10,0.009506845,0.3944401144981384,Dragonera,COP
sgd,5,50,0.009506845,0.28867873549461365,Dragonera,COP
sgd,5,100,0.009449325,0.2154458612203598,Dragonera,COP
sgd,5,200,0.00935423,0.14148084819316864,Dragonera,COP
sgd,10,10,0.009468459,0.5484442114830017,Dragonera,COP
sgd,10,50,0.009449325,0.38754257559776306,Dragonera,COP
sgd,10,100,0.009449325,0.3239792585372925,Dragonera,COP
sgd,10,200,0.009526095,0.31872597336769104,Dragonera,COP
sgd,15,10,0.00931646,0.6624481678009033,Dragonera,COP
sgd,15,50,0.009185465,0.44399121403694153,Dragonera,COP
sgd,15,100,0.00887495,0.1318177431821823,Dragonera,COP
sgd,15,200,0.009449325,0.3665545880794525,Dragonera,COP
rmsprop,1,10,0.009411171,0.11151432991027832,Dragonera,COP
rmsprop,1,50,0.009506845,0.10427579283714294,Dragonera,COP
