optimizer,n_layers,n_neurons,learning_rate,mse,loc,model
sgd,10,50,0.008873828,0.22486671805381775,Villano-Sisargas,COP
sgd,10,100,0.008913183,0.19996459782123566,Villano-Sisargas,COP
sgd,10,200,0.008952713,0.17608162760734558,Villano-Sisargas,COP
sgd,15,10,0.009032298,1.637640118598938,Villano-Sisargas,COP
sgd,15,50,0.008795638,0.3431101143360138,Villano-Sisargas,COP
sgd,15,100,0.008913183,0.5241116881370544,Villano-Sisargas,COP
sgd,15,200,0.009032298,0.6522592306137085,Villano-Sisargas,COP
rmsprop,1,10,0.008414905,0.09054768830537796,Villano-Sisargas,COP
rmsprop,1,50,0.008679643,0.08546008914709091,Villano-Sisargas,COP
rmsprop,1,100,0.008992417,0.08874361217021942,Villano-Sisargas,COP
rmsprop,1,200,0.008834646,0.08972224593162537,Villano-Sisargas,COP
rmsprop,5,10,0.009112591,0.692165195941925,Villano-Sisargas,COP
rmsprop,5,50,0.009112591,0.4501422345638275,Villano-Sisargas,COP
rmsprop,5,100,0.009112591,0.494688481092453,Villano-Sisargas,COP
rmsprop,5,200,0.009032298,0.4824795722961426,Villano-Sisargas,COP
rmsprop,10,10,0.009112591,1.3308722972869873,Villano-Sisargas,COP
rmsprop,10,50,0.009112591,0.5459338426589966,Villano-Sisargas,COP
rmsprop,10,100,0.009072355,0.3989676535129547,Villano-Sisargas,COP
rmsprop,10,200,0.008952713,0.5945048928260803,Villano-Sisargas,COP
rmsprop,15,10,0.008913183,1.190181016921997,Villano-Sisargas,COP
rmsprop,15,50,0.009112591,0.5576243996620178,Villano-Sisargas,COP
rmsprop,15,100,0.009032298,0.5418038964271545,Villano-Sisargas,COP
rmsprop,15,200,0.009072355,1.0824275016784668,Villano-Sisargas,COP
adam,1,10,0.008953278,0.07722685486078262,Cabo_Silleiro,GOW
adam,1,50,0.009165743,0.07596878707408905,Cabo_Silleiro,GOW
adam,1,100,0.009320584,0.07603664696216583,Cabo_Silleiro,GOW
adam,1,200,0.009104529,0.08053651452064514,Cabo_Silleiro,GOW
adam,5,10,0.009320584,0.6193050742149353,Cabo_Silleiro,GOW
adam,5,50,0.009320584,0.5793167948722839,Cabo_Silleiro,GOW
adam,5,100,0.009289408,0.39515188336372375,Cabo_Silleiro,GOW
adam,5,200,0.009013475,0.1029438003897667,Cabo_Silleiro,GOW
adam,10,10,0.009320584,0.9795842170715332,Cabo_Silleiro,GOW
adam,10,50,0.009289408,0.749442994594574,Cabo_Silleiro,GOW
adam,10,100,0.009320584,0.3761460781097412,Cabo_Silleiro,GOW
adam,10,200,0.009320584,0.6579902768135071,Cabo_Silleiro,GOW
adam,15,10,0.009320584,1.4083406925201416,Cabo_Silleiro,GOW
adam,15,50,0.009227369,0.7051514983177185,Cabo_Silleiro,GOW
adam,15,100,0.009320584,1.0561599731445312,Cabo_Silleiro,GOW
adam,15,200,0.008804539,1.0563924312591553,Cabo_Silleiro,GOW
sgd,1,10,0.009013475,0.07657291740179062,Cabo_Silleiro,GOW
sgd,1,50,0.00892333,0.07215674966573715,Cabo_Silleiro,GOW
sgd,1,100,0.0073720273,0.0720968171954155,Cabo_Silleiro,GOW
sgd,1,200,0.007830302,0.07186680287122726,Cabo_Silleiro,GOW
sgd,5,10,0.009196504,0.5952870845794678,Cabo_Silleiro,GOW
sgd,5,50,0.009258336,0.4070451259613037,Cabo_Silleiro,GOW
sgd,5,100,0.009320584,0.2605587840080261,Cabo_Silleiro,GOW
sgd,5,200,0.009227369,0.1777721792459488,Cabo_Silleiro,GOW
sgd,10,10,0.009227369,0.9835515022277832,Cabo_Silleiro,GOW
sgd,10,50,0.008893483,0.21443359553813934,Cabo_Silleiro,GOW
sgd,10,100,0.0071530477,0.21447740495204926,Cabo_Silleiro,GOW
sgd,10,200,0.009135085,0.24378910660743713,Cabo_Silleiro,GOW
sgd,15,10,0.008983326,1.557971477508545,Cabo_Silleiro,GOW
sgd,15,50,0.008485953,0.3677271604537964,Cabo_Silleiro,GOW
sgd,15,100,0.009165743,0.6728745698928833,Cabo_Silleiro,GOW
sgd,15,200,0.009227369,0.5218537449836731,Cabo_Silleiro,GOW
rmsprop,1,10,0.008953278,0.08741146326065063,Cabo_Silleiro,GOW
rmsprop,1,50,0.007471491,0.09614403545856476,Cabo_Silleiro,GOW
rmsprop,1,100,0.008289246,0.08245156705379486,Cabo_Silleiro,GOW
rmsprop,1,200,0.0074215923,0.07983815670013428,Cabo_Silleiro,GOW
rmsprop,5,10,0.0087164845,0.5876092910766602,Cabo_Silleiro,GOW
rmsprop,5,50,0.009289408,0.5352022647857666,Cabo_Silleiro,GOW
rmsprop,5,100,0.009320584,0.4193628132343292,Cabo_Silleiro,GOW
rmsprop,5,200,0.008953278,0.1774393916130066,Cabo_Silleiro,GOW
rmsprop,10,10,0.008457569,0.9716660380363464,Cabo_Silleiro,GOW
rmsprop,10,50,0.009165743,0.6228775382041931,Cabo_Silleiro,GOW
rmsprop,10,100,0.009227369,0.7946715950965881,Cabo_Silleiro,GOW
rmsprop,10,200,0.008514433,0.33513695001602173,Cabo_Silleiro,GOW
rmsprop,15,10,0.009320584,1.6858320236206055,Cabo_Silleiro,GOW
rmsprop,15,50,0.008953278,0.7561609148979187,Cabo_Silleiro,GOW
rmsprop,15,100,0.009289408,1.0575417280197144,Cabo_Silleiro,GOW
rmsprop,15,200,0.009258336,1.057447910308838,Cabo_Silleiro,GOW
adam,1,10,0.008863736,0.08561079204082489,Cabo_Silleiro,COP
adam,1,50,0.008893483,0.07678085565567017,Cabo_Silleiro,COP
adam,1,100,0.008893483,0.08219917863607407,Cabo_Silleiro,COP
adam,1,200,0.009258336,0.08162768930196762,Cabo_Silleiro,COP
adam,5,10,0.009320584,0.47105127573013306,Cabo_Silleiro,COP
adam,5,50,0.009320584,0.6216657757759094,Cabo_Silleiro,COP
adam,5,100,0.009320584,0.3412174880504608,Cabo_Silleiro,COP
adam,5,200,0.009320584,0.14355149865150452,Cabo_Silleiro,COP
adam,10,10,0.008514433,0.9583261609077454,Cabo_Silleiro,COP
adam,10,50,0.009289408,0.7624056935310364,Cabo_Silleiro,COP
adam,10,100,0.009258336,0.7403571605682373,Cabo_Silleiro,COP
adam,10,200,0.009258336,1.3537966012954712,Cabo_Silleiro,COP
adam,15,10,0.00892333,4.899280548095703,Cabo_Silleiro,COP
adam,15,50,0.009227369,0.9163962602615356,Cabo_Silleiro,COP
adam,15,100,0.009320584,1.0561001300811768,Cabo_Silleiro,COP
adam,15,200,0.009227369,1.056109070777893,Cabo_Silleiro,COP
sgd,1,10,0.008600446,0.08615975826978683,Cabo_Silleiro,COP
sgd,1,50,0.008372985,0.08082862198352814,Cabo_Silleiro,COP
sgd,1,100,0.008658271,0.0781242772936821,Cabo_Silleiro,COP
sgd,1,200,0.008629311,0.0780724361538887,Cabo_Silleiro,COP
sgd,5,10,0.009289408,0.7051821947097778,Cabo_Silleiro,COP
sgd,5,50,0.009258336,0.45024415850639343,Cabo_Silleiro,COP
sgd,5,100,0.009320584,0.3071361780166626,Cabo_Silleiro,COP
sgd,5,200,0.009258336,0.16334906220436096,Cabo_Silleiro,COP
sgd,10,10,0.009135085,0.9028360247612,Cabo_Silleiro,COP
sgd,10,50,0.008804539,0.20130153000354767,Cabo_Silleiro,COP
sgd,10,100,0.0072011407,0.1562046855688095,Cabo_Silleiro,COP
sgd,10,200,0.009043725,0.1451312005519867,Cabo_Silleiro,COP
sgd,15,10,0.008983326,1.921059489250183,Cabo_Silleiro,COP
sgd,15,50,0.00892333,0.24141879379749298,Cabo_Silleiro,COP
sgd,15,100,0.009074076,0.6072614789009094,Cabo_Silleiro,COP
sgd,15,200,0.009135085,0.2109888345003128,Cabo_Silleiro,COP
rmsprop,1,10,0.0086873295,0.07829319685697556,Cabo_Silleiro,COP
rmsprop,1,50,0.0073967683,0.09606543928384781,Cabo_Silleiro,COP
rmsprop,1,100,0.007298299,0.08254693448543549,Cabo_Silleiro,COP
rmsprop,1,200,0.0073967683,0.08363600075244904,Cabo_Silleiro,COP
rmsprop,5,10,0.009013475,0.5806106925010681,Cabo_Silleiro,COP
rmsprop,5,50,0.009258336,0.6314971446990967,Cabo_Silleiro,COP
rmsprop,5,100,0.009074076,0.39982840418815613,Cabo_Silleiro,COP
rmsprop,5,200,0.0073720273,0.19779857993125916,Cabo_Silleiro,COP
rmsprop,10,10,0.009289408,0.9896298050880432,Cabo_Silleiro,COP
rmsprop,10,50,0.009289408,0.6133317947387695,Cabo_Silleiro,COP
rmsprop,10,100,0.009074076,0.29918813705444336,Cabo_Silleiro,COP
rmsprop,10,200,0.009135085,0.1547410637140274,Cabo_Silleiro,COP
rmsprop,15,10,0.00892333,0.8528189063072205,Cabo_Silleiro,COP
rmsprop,15,50,0.009135085,0.6966550350189209,Cabo_Silleiro,COP
rmsprop,15,100,0.007989306,1.0575908422470093,Cabo_Silleiro,COP
rmsprop,15,200,0.009104529,1.0574584007263184,Cabo_Silleiro,COP
adam,1,10,0.009060892,0.14092299342155457,Golfo_de_Cadiz,GOW
adam,1,50,0.009090727,0.13102185726165771,Golfo_de_Cadiz,GOW
adam,1,100,0.008183033,0.13444089889526367,Golfo_de_Cadiz,GOW
adam,1,200,0.007738282,0.1316002756357193,Golfo_de_Cadiz,GOW
adam,5,10,0.009332966,0.6585571765899658,Golfo_de_Cadiz,GOW
adam,5,50,0.009332966,0.5631024241447449,Golfo_de_Cadiz,GOW
adam,5,100,0.009271807,0.5167211890220642,Golfo_de_Cadiz,GOW
adam,5,200,0.009271807,0.2667260766029358,Golfo_de_Cadiz,GOW
adam,10,10,0.009001517,0.9885042905807495,Golfo_de_Cadiz,GOW
adam,10,50,0.009332966,0.4712231457233429,Golfo_de_Cadiz,GOW
adam,10,100,0.009271807,0.4021488428115845,Golfo_de_Cadiz,GOW
adam,10,200,0.009271807,1.0746995210647583,Golfo_de_Cadiz,GOW
adam,15,10,0.009332966,1.1590992212295532,Golfo_de_Cadiz,GOW
adam,15,50,0.009090727,0.4699527323246002,Golfo_de_Cadiz,GOW
adam,15,100,0.009332966,1.072434663772583,Golfo_de_Cadiz,GOW
adam,15,200,0.009332966,1.072312593460083,Golfo_de_Cadiz,GOW
sgd,1,10,0.009060892,0.1380588263273239,Golfo_de_Cadiz,GOW
sgd,1,50,0.0071984096,0.13145531713962555,Golfo_de_Cadiz,GOW
sgd,1,100,0.007996886,0.13076752424240112,Golfo_de_Cadiz,GOW
sgd,1,200,0.0071984096,0.13027748465538025,Golfo_de_Cadiz,GOW
sgd,5,10,0.009302337,0.6439451575279236,Golfo_de_Cadiz,GOW
sgd,5,50,0.009241379,0.4145614802837372,Golfo_de_Cadiz,GOW
sgd,5,100,0.009302337,0.28181159496307373,Golfo_de_Cadiz,GOW
sgd,5,200,0.009031156,0.267436683177948,Golfo_de_Cadiz,GOW
sgd,10,10,0.00915069,0.9931135773658752,Golfo_de_Cadiz,GOW
sgd,10,50,0.009180821,0.5166780948638916,Golfo_de_Cadiz,GOW
sgd,10,100,0.00921105,0.48599377274513245,Golfo_de_Cadiz,GOW
sgd,10,200,0.009271807,0.5308591723442078,Golfo_de_Cadiz,GOW
sgd,15,10,0.009090727,1.8515067100524902,Golfo_de_Cadiz,GOW
sgd,15,50,0.009031156,0.7408273816108704,Golfo_de_Cadiz,GOW
sgd,15,100,0.009180821,0.6801314353942871,Golfo_de_Cadiz,GOW
sgd,15,200,0.009241379,0.6039241552352905,Golfo_de_Cadiz,GOW
rmsprop,1,10,0.009180821,0.13568240404129028,Golfo_de_Cadiz,GOW
rmsprop,1,50,0.0084565,0.13283151388168335,Golfo_de_Cadiz,GOW
rmsprop,1,100,0.008681839,0.15694628655910492,Golfo_de_Cadiz,GOW
rmsprop,1,200,0.0084565,0.13409021496772766,Golfo_de_Cadiz,GOW
rmsprop,5,10,0.009332966,0.9549003839492798,Golfo_de_Cadiz,GOW
rmsprop,5,50,0.009332966,0.4497867524623871,Golfo_de_Cadiz,GOW
rmsprop,5,100,0.009241379,0.5261892676353455,Golfo_de_Cadiz,GOW
rmsprop,5,200,0.008883931,0.3275616765022278,Golfo_de_Cadiz,GOW
rmsprop,10,10,0.009271807,0.8347393274307251,Golfo_de_Cadiz,GOW
rmsprop,10,50,0.00915069,0.5024909377098083,Golfo_de_Cadiz,GOW
rmsprop,10,100,0.00912066,0.5239567756652832,Golfo_de_Cadiz,GOW
rmsprop,10,200,0.00921105,0.4190812408924103,Golfo_de_Cadiz,GOW
rmsprop,15,10,0.009302337,1.0954184532165527,Golfo_de_Cadiz,GOW
rmsprop,15,50,0.009332966,0.5793880820274353,Golfo_de_Cadiz,GOW
rmsprop,15,100,0.0071984096,1.076995849609375,Golfo_de_Cadiz,GOW
rmsprop,15,200,0.0071984096,1.076993465423584,Golfo_de_Cadiz,GOW
adam,1,10,0.008102731,0.17708146572113037,Golfo_de_Cadiz,COP
adam,1,50,0.009241379,0.18857581913471222,Golfo_de_Cadiz,COP
adam,1,100,0.008156178,0.17658066749572754,Golfo_de_Cadiz,COP
adam,1,200,0.0087678805,0.19294682145118713,Golfo_de_Cadiz,COP
adam,5,10,0.009332966,0.9502609372138977,Golfo_de_Cadiz,COP
adam,5,50,0.009302337,0.6265780329704285,Golfo_de_Cadiz,COP
adam,5,100,0.009302337,0.3394320607185364,Golfo_de_Cadiz,COP
adam,5,200,0.009302337,0.40682652592658997,Golfo_de_Cadiz,COP
adam,10,10,0.00921105,1.075850486755371,Golfo_de_Cadiz,COP
adam,10,50,0.009302337,0.6932085752487183,Golfo_de_Cadiz,COP
adam,10,100,0.00915069,1.0784255266189575,Golfo_de_Cadiz,COP
adam,10,200,0.009332966,1.0716631412506104,Golfo_de_Cadiz,COP
adam,15,10,0.009332966,0.8123584985733032,Golfo_de_Cadiz,COP
adam,15,50,0.009241379,1.0706615447998047,Golfo_de_Cadiz,COP
adam,15,100,0.009332966,1.0712827444076538,Golfo_de_Cadiz,COP
adam,15,200,0.008346033,1.068435549736023,Golfo_de_Cadiz,COP
sgd,1,10,0.008401085,0.1646147072315216,Golfo_de_Cadiz,COP
sgd,1,50,0.0071984096,0.17172282934188843,Golfo_de_Cadiz,COP
sgd,1,100,0.0071984096,0.19422197341918945,Golfo_de_Cadiz,COP
sgd,1,200,0.0071984096,0.21408621966838837,Golfo_de_Cadiz,COP
sgd,5,10,0.009271807,0.6953489184379578,Golfo_de_Cadiz,COP
sgd,5,50,0.009302337,0.41364797949790955,Golfo_de_Cadiz,COP
sgd,5,100,0.00921105,0.33231857419013977,Golfo_de_Cadiz,COP
sgd,5,200,0.008854776,0.30631086230278015,Golfo_de_Cadiz,COP
sgd,10,10,0.009180821,0.9366557598114014,Golfo_de_Cadiz,COP
sgd,10,50,0.00915069,0.6882855892181396,Golfo_de_Cadiz,COP
sgd,10,100,0.00921105,0.5794508457183838,Golfo_de_Cadiz,COP
sgd,10,200,0.009241379,0.5445519089698792,Golfo_de_Cadiz,COP
sgd,15,10,0.008971975,0.7900823354721069,Golfo_de_Cadiz,COP
sgd,15,50,0.00915069,0.6776415109634399,Golfo_de_Cadiz,COP
sgd,15,100,0.009241379,0.7045773267745972,Golfo_de_Cadiz,COP
sgd,15,200,0.009241379,0.6235156655311584,Golfo_de_Cadiz,COP
rmsprop,1,10,0.009060892,0.16889122128486633,Golfo_de_Cadiz,COP
rmsprop,1,50,0.008681839,0.15933233499526978,Golfo_de_Cadiz,COP
rmsprop,1,100,0.008854776,0.16813990473747253,Golfo_de_Cadiz,COP
rmsprop,1,200,0.008264131,0.17127422988414764,Golfo_de_Cadiz,COP
rmsprop,5,10,0.009332966,0.8005633354187012,Golfo_de_Cadiz,COP
rmsprop,5,50,0.009241379,0.5103935599327087,Golfo_de_Cadiz,COP
rmsprop,5,100,0.009241379,0.41545116901397705,Golfo_de_Cadiz,COP
rmsprop,5,200,0.009060892,0.338363379240036,Golfo_de_Cadiz,COP
rmsprop,10,10,0.00912066,0.9969004392623901,Golfo_de_Cadiz,COP
rmsprop,10,50,0.009302337,0.5247448682785034,Golfo_de_Cadiz,COP
rmsprop,10,100,0.00915069,0.5959811806678772,Golfo_de_Cadiz,COP
rmsprop,10,200,0.009271807,0.41591545939445496,Golfo_de_Cadiz,COP
rmsprop,15,10,0.009271807,0.955155074596405,Golfo_de_Cadiz,COP
rmsprop,15,50,0.009180821,0.653327465057373,Golfo_de_Cadiz,COP
rmsprop,15,100,0.0071984096,1.0766233205795288,Golfo_de_Cadiz,COP
rmsprop,15,200,0.0071984096,1.0765960216522217,Golfo_de_Cadiz,COP
adam,1,10,0.00919476,0.1502823382616043,Cabo_de_Gata,GOW
adam,1,50,0.009291757,0.15894059836864471,Cabo_de_Gata,GOW
adam,1,100,0.008980203,0.15709225833415985,Cabo_de_Gata,GOW
adam,1,200,0.00917067,0.147196426987648,Cabo_de_Gata,GOW
adam,5,10,0.0094639715,0.938325047492981,Cabo_de_Gata,GOW
adam,5,50,0.0094639715,0.5065872073173523,Cabo_de_Gata,GOW
adam,5,100,0.009389778,0.2565196454524994,Cabo_de_Gata,GOW
adam,5,200,0.0094639715,0.2432262897491455,Cabo_de_Gata,GOW
adam,10,10,0.009439175,0.9687711596488953,Cabo_de_Gata,GOW
adam,10,50,0.0094639715,0.4807858169078827,Cabo_de_Gata,GOW
adam,10,100,0.009389778,0.4162604510784149,Cabo_de_Gata,GOW
adam,10,200,0.009365176,1.073676586151123,Cabo_de_Gata,GOW
adam,15,10,0.0094639715,2.598945379257202,Cabo_de_Gata,GOW
adam,15,50,0.009340639,1.1237927675247192,Cabo_de_Gata,GOW
adam,15,100,0.009414444,1.081706166267395,Cabo_de_Gata,GOW
adam,15,200,0.0094639715,1.0779105424880981,Cabo_de_Gata,GOW
sgd,1,10,0.008816793,0.15142647922039032,Cabo_de_Gata,GOW
sgd,1,50,0.009122678,0.14823076128959656,Cabo_de_Gata,GOW
sgd,1,100,0.00917067,0.1464214026927948,Cabo_de_Gata,GOW
sgd,1,200,0.009365176,0.14526529610157013,Cabo_de_Gata,GOW
sgd,5,10,0.009365176,0.6261829137802124,Cabo_de_Gata,GOW
sgd,5,50,0.009439175,0.43377459049224854,Cabo_de_Gata,GOW
sgd,5,100,0.009365176,0.2751100957393646,Cabo_de_Gata,GOW
sgd,5,200,0.009414444,0.21129991114139557,Cabo_de_Gata,GOW
sgd,10,10,0.009316166,1.0007294416427612,Cabo_de_Gata,GOW
sgd,10,50,0.009074937,0.2950677275657654,Cabo_de_Gata,GOW
sgd,10,100,0.007835006,0.24007320404052734,Cabo_de_Gata,GOW
sgd,10,200,0.009291757,0.49194473028182983,Cabo_de_Gata,GOW
sgd,15,10,0.009243132,0.8106318712234497,Cabo_de_Gata,GOW
sgd,15,50,0.009243132,0.5850153565406799,Cabo_de_Gata,GOW
sgd,15,100,0.00917067,0.48551830649375916,Cabo_de_Gata,GOW
sgd,15,200,0.009316166,0.6181358098983765,Cabo_de_Gata,GOW
rmsprop,1,10,0.009146642,0.1763075590133667,Cabo_de_Gata,GOW
rmsprop,1,50,0.009218914,0.16624030470848083,Cabo_de_Gata,GOW
rmsprop,1,100,0.008432211,0.1433199793100357,Cabo_de_Gata,GOW
rmsprop,1,200,0.009122678,0.15111398696899414,Cabo_de_Gata,GOW
rmsprop,5,10,0.009414444,0.8387583494186401,Cabo_de_Gata,GOW
rmsprop,5,50,0.009439175,0.6057984828948975,Cabo_de_Gata,GOW
rmsprop,5,100,0.009340639,0.4686377942562103,Cabo_de_Gata,GOW
rmsprop,5,200,0.009389778,0.43684613704681396,Cabo_de_Gata,GOW
rmsprop,10,10,0.009316166,1.0837174654006958,Cabo_de_Gata,GOW
rmsprop,10,50,0.009389778,0.6233126521110535,Cabo_de_Gata,GOW
rmsprop,10,100,0.009414444,0.4353432357311249,Cabo_de_Gata,GOW
rmsprop,10,200,0.009365176,0.3590826392173767,Cabo_de_Gata,GOW
rmsprop,15,10,0.009365176,0.5933750867843628,Cabo_de_Gata,GOW
rmsprop,15,50,0.009243132,0.44619202613830566,Cabo_de_Gata,GOW
rmsprop,15,100,0.009414444,0.5538220405578613,Cabo_de_Gata,GOW
rmsprop,15,200,0.0084101185,1.080429196357727,Cabo_de_Gata,GOW
adam,1,10,0.008980203,0.1803811639547348,Cabo_de_Gata,COP
adam,1,50,0.009122678,0.16676896810531616,Cabo_de_Gata,COP
adam,1,100,0.008043276,0.17883364856243134,Cabo_de_Gata,COP
adam,1,200,0.00819235,0.19063802063465118,Cabo_de_Gata,COP
adam,5,10,0.0094639715,0.8610820770263672,Cabo_de_Gata,COP
adam,5,50,0.0094639715,0.4962518811225891,Cabo_de_Gata,COP
adam,5,100,0.009439175,0.3536355197429657,Cabo_de_Gata,COP
adam,5,200,0.009074937,0.2725065350532532,Cabo_de_Gata,COP
adam,10,10,0.0094639715,0.994271457195282,Cabo_de_Gata,COP
adam,10,50,0.0094639715,0.4781292974948883,Cabo_de_Gata,COP
adam,10,100,0.0094639715,0.42835649847984314,Cabo_de_Gata,COP
adam,10,200,0.009267413,0.30128684639930725,Cabo_de_Gata,COP
adam,15,10,0.0094639715,2.4684815406799316,Cabo_de_Gata,COP
adam,15,50,0.00919476,1.0865771770477295,Cabo_de_Gata,COP
adam,15,100,0.009291757,1.0824134349822998,Cabo_de_Gata,COP
adam,15,200,0.009074937,1.0822219848632812,Cabo_de_Gata,COP
sgd,1,10,0.008633675,0.17557452619075775,Cabo_de_Gata,COP
sgd,1,50,0.007692435,0.1754608303308487,Cabo_de_Gata,COP
sgd,1,100,0.007692435,0.17929601669311523,Cabo_de_Gata,COP
sgd,1,200,0.007692435,0.18278385698795319,Cabo_de_Gata,COP
sgd,5,10,0.009365176,0.6220109462738037,Cabo_de_Gata,COP
sgd,5,50,0.009414444,0.45409074425697327,Cabo_de_Gata,COP
sgd,5,100,0.009340639,0.279873788356781,Cabo_de_Gata,COP
sgd,5,200,0.00919476,0.2533610761165619,Cabo_de_Gata,COP
sgd,10,10,0.009291757,0.9595953822135925,Cabo_de_Gata,COP
sgd,10,50,0.00917067,0.2630844712257385,Cabo_de_Gata,COP
sgd,10,100,0.008793692,0.2479989379644394,Cabo_de_Gata,COP
sgd,10,200,0.009291757,0.41904306411743164,Cabo_de_Gata,COP
sgd,15,10,0.009291757,1.107627272605896,Cabo_de_Gata,COP
sgd,15,50,0.00917067,0.6172153949737549,Cabo_de_Gata,COP
sgd,15,100,0.00917067,0.542535662651062,Cabo_de_Gata,COP
sgd,15,200,0.009291757,0.6496702432632446,Cabo_de_Gata,COP
rmsprop,1,10,0.008909802,0.19050844013690948,Cabo_de_Gata,COP
rmsprop,1,50,0.008909802,0.17690977454185486,Cabo_de_Gata,COP
rmsprop,1,100,0.0084101185,0.17325417697429657,Cabo_de_Gata,COP
rmsprop,1,200,0.0084101185,0.1663273125886917,Cabo_de_Gata,COP
rmsprop,5,10,0.0094639715,0.8108079433441162,Cabo_de_Gata,COP
rmsprop,5,50,0.009439175,0.546164333820343,Cabo_de_Gata,COP
rmsprop,5,100,0.00919476,0.3639186918735504,Cabo_de_Gata,COP
rmsprop,5,200,0.00917067,0.37050861120224,Cabo_de_Gata,COP
rmsprop,10,10,0.009243132,0.881583034992218,Cabo_de_Gata,COP
rmsprop,10,50,0.009439175,0.5876959562301636,Cabo_de_Gata,COP
rmsprop,10,100,0.0094639715,0.43736228346824646,Cabo_de_Gata,COP
rmsprop,10,200,0.009267413,0.2621944844722748,Cabo_de_Gata,COP
rmsprop,15,10,0.0094639715,1.098232626914978,Cabo_de_Gata,COP
rmsprop,15,50,0.0094639715,0.6993362903594971,Cabo_de_Gata,COP
rmsprop,15,100,0.009316166,0.5170370936393738,Cabo_de_Gata,COP
rmsprop,15,200,0.009218914,1.0802315473556519,Cabo_de_Gata,COP
adam,1,10,0.009349895,0.17537687718868256,Cabo_de_Palos,GOW
adam,1,50,0.009436987,0.1748942881822586,Cabo_de_Palos,GOW
adam,1,100,0.009178112,0.17662596702575684,Cabo_de_Palos,GOW
adam,1,200,0.009030394,0.1724425107240677,Cabo_de_Palos,GOW
adam,5,10,0.009502838,0.8465017080307007,Cabo_de_Palos,GOW
adam,5,50,0.009524891,0.5209147930145264,Cabo_de_Palos,GOW
adam,5,100,0.009480838,0.34948596358299255,Cabo_de_Palos,GOW
adam,5,200,0.009502838,0.2943060100078583,Cabo_de_Palos,GOW
adam,10,10,0.009524891,1.148403525352478,Cabo_de_Palos,GOW
adam,10,50,0.009524891,0.37050795555114746,Cabo_de_Palos,GOW
adam,10,100,0.008988627,0.22398540377616882,Cabo_de_Palos,GOW
adam,10,200,0.009480838,0.47584590315818787,Cabo_de_Palos,GOW
adam,15,10,0.009524891,2.213399887084961,Cabo_de_Palos,GOW
adam,15,50,0.009524891,1.050007700920105,Cabo_de_Palos,GOW
adam,15,100,0.009480838,1.0508962869644165,Cabo_de_Palos,GOW
adam,15,200,0.009502838,1.0517358779907227,Cabo_de_Palos,GOW
sgd,1,10,0.00930665,0.17893287539482117,Cabo_de_Palos,GOW
sgd,1,50,0.007931101,0.17494384944438934,Cabo_de_Palos,GOW
sgd,1,100,0.008621314,0.17450261116027832,Cabo_de_Palos,GOW
sgd,1,200,0.008288198,0.17467455565929413,Cabo_de_Palos,GOW
sgd,5,10,0.00939334,0.5843159556388855,Cabo_de_Palos,GOW
sgd,5,50,0.009458886,0.4805487096309662,Cabo_de_Palos,GOW
sgd,5,100,0.009458886,0.3269609212875366,Cabo_de_Palos,GOW
sgd,5,200,0.009371592,0.2531077265739441,Cabo_de_Palos,GOW
sgd,10,10,0.0094151385,1.026120901107788,Cabo_de_Palos,GOW
sgd,10,50,0.008926339,0.3394351899623871,Cabo_de_Palos,GOW
sgd,10,100,0.009328247,0.26165124773979187,Cabo_de_Palos,GOW
sgd,10,200,0.009436987,0.5070002675056458,Cabo_de_Palos,GOW
sgd,15,10,0.008423775,0.9281814098358154,Cabo_de_Palos,GOW
sgd,15,50,0.008926339,0.5200189352035522,Cabo_de_Palos,GOW
sgd,15,100,0.009199412,0.5152855515480042,Cabo_de_Palos,GOW
sgd,15,200,0.009285103,0.8534733057022095,Cabo_de_Palos,GOW
rmsprop,1,10,0.008742053,0.18341930210590363,Cabo_de_Palos,GOW
rmsprop,1,50,0.008249864,0.18752656877040863,Cabo_de_Palos,GOW
rmsprop,1,100,0.009349895,0.20557177066802979,Cabo_de_Palos,GOW
rmsprop,1,200,0.0094151385,0.20485807955265045,Cabo_de_Palos,GOW
rmsprop,5,10,0.009502838,1.0236872434616089,Cabo_de_Palos,GOW
rmsprop,5,50,0.009502838,0.43087273836135864,Cabo_de_Palos,GOW
rmsprop,5,100,0.009524891,0.38400956988334656,Cabo_de_Palos,GOW
rmsprop,5,200,0.009051351,0.34452998638153076,Cabo_de_Palos,GOW
rmsprop,10,10,0.009458886,1.02998685836792,Cabo_de_Palos,GOW
rmsprop,10,50,0.009480838,0.7338319420814514,Cabo_de_Palos,GOW
rmsprop,10,100,0.009349895,0.4389954209327698,Cabo_de_Palos,GOW
rmsprop,10,200,0.009114511,0.3132575750350952,Cabo_de_Palos,GOW
rmsprop,15,10,0.009502838,0.59944748878479,Cabo_de_Palos,GOW
rmsprop,15,50,0.009263605,0.5346617698669434,Cabo_de_Palos,GOW
rmsprop,15,100,0.007931101,1.0595059394836426,Cabo_de_Palos,GOW
rmsprop,15,200,0.007931101,1.0601056814193726,Cabo_de_Palos,GOW
adam,1,10,0.009093409,0.16898894309997559,Cabo_de_Palos,COP
adam,1,50,0.009349895,0.17033475637435913,Cabo_de_Palos,COP
adam,1,100,0.009135663,0.17237882316112518,Cabo_de_Palos,COP
adam,1,200,0.00876234,0.17776840925216675,Cabo_de_Palos,COP
adam,5,10,0.009524891,0.7700901627540588,Cabo_de_Palos,COP
