optimizer,n_layers,n_neurons,learning_rate,mse,loc,model
rmsprop,1,200,0.009335326,0.15174180269241333,Dragonera,COP
rmsprop,5,10,0.009487633,0.7603499889373779,Dragonera,COP
rmsprop,5,50,0.009411171,0.5237200856208801,Dragonera,COP
rmsprop,5,100,0.009526095,0.1760362833738327,Dragonera,COP
rmsprop,5,200,0.009430228,0.23826077580451965,Dragonera,COP
rmsprop,10,10,0.009584082,1.1480910778045654,Dragonera,COP
rmsprop,10,50,0.009584082,0.3845425844192505,Dragonera,COP
rmsprop,10,100,0.009260092,0.36337950825691223,Dragonera,COP
rmsprop,10,200,0.009449325,0.18553081154823303,Dragonera,COP
rmsprop,15,10,0.0095647145,0.9349932074546814,Dragonera,COP
rmsprop,15,50,0.009545386,0.8586722612380981,Dragonera,COP
rmsprop,15,100,0.00935423,0.38693752884864807,Dragonera,COP
rmsprop,15,200,0.008420226,1.1164090633392334,Dragonera,COP
adam,1,10,0.0079314355,0.08804616332054138,Mahon,GOW
adam,1,50,0.008479787,0.08752129971981049,Mahon,GOW
adam,1,100,0.008905861,0.08611122518777847,Mahon,GOW
adam,1,200,0.0075519797,0.08729653805494308,Mahon,GOW
adam,5,10,0.009106544,0.9067962765693665,Mahon,GOW
adam,5,50,0.009066049,0.4506281018257141,Mahon,GOW
adam,5,100,0.009106544,0.2562844157218933,Mahon,GOW
adam,5,200,0.00894564,0.14689452946186066,Mahon,GOW
adam,10,10,0.009106544,1.0755484104156494,Mahon,GOW
adam,10,50,0.009106544,0.3413524925708771,Mahon,GOW
adam,10,100,0.009106544,0.3238181471824646,Mahon,GOW
adam,10,200,0.00894564,1.1011399030685425,Mahon,GOW
adam,15,10,0.009106544,1.4234029054641724,Mahon,GOW
adam,15,50,0.009106544,1.1008954048156738,Mahon,GOW
adam,15,100,0.009066049,1.101116418838501,Mahon,GOW
adam,15,200,0.009066049,1.1010445356369019,Mahon,GOW
sgd,1,10,0.0072550587,0.09282352775335312,Mahon,GOW
sgd,1,50,0.00745168,0.08486168831586838,Mahon,GOW
sgd,1,100,0.007896165,0.08352810144424438,Mahon,GOW
sgd,1,200,0.008709599,0.08392103761434555,Mahon,GOW
sgd,5,10,0.009025734,0.6557917594909668,Mahon,GOW
sgd,5,50,0.009025734,0.4364335238933563,Mahon,GOW
sgd,5,100,0.009066049,0.332002192735672,Mahon,GOW
sgd,5,200,0.009025734,0.23065175116062164,Mahon,GOW
sgd,10,10,0.00894564,0.975017249584198,Mahon,GOW
sgd,10,50,0.008787579,0.22169704735279083,Mahon,GOW
sgd,10,100,0.0087485025,0.2699378430843353,Mahon,GOW
sgd,10,200,0.009025734,0.44184309244155884,Mahon,GOW
sgd,15,10,0.008985598,0.8035579919815063,Mahon,GOW
sgd,15,50,0.008709599,0.547650158405304,Mahon,GOW
sgd,15,100,0.008787579,0.37610194087028503,Mahon,GOW
sgd,15,200,0.009025734,0.6291633248329163,Mahon,GOW
rmsprop,1,10,0.008985598,0.0900149866938591,Mahon,GOW
rmsprop,1,50,0.008517663,0.09422055631875992,Mahon,GOW
rmsprop,1,100,0.008985598,0.1103692427277565,Mahon,GOW
rmsprop,1,200,0.0081463875,0.09226259589195251,Mahon,GOW
rmsprop,5,10,0.009106544,0.786686360836029,Mahon,GOW
rmsprop,5,50,0.009106544,0.3422311544418335,Mahon,GOW
rmsprop,5,100,0.009025734,0.33688223361968994,Mahon,GOW
rmsprop,5,200,0.009066049,0.1505088359117508,Mahon,GOW
rmsprop,10,10,0.009106544,0.8719454407691956,Mahon,GOW
rmsprop,10,50,0.009106544,0.44978663325309753,Mahon,GOW
rmsprop,10,100,0.008905861,0.46439483761787415,Mahon,GOW
rmsprop,10,200,0.00894564,0.3644389510154724,Mahon,GOW
rmsprop,15,10,0.0071587022,1.1269447803497314,Mahon,GOW
rmsprop,15,50,0.009066049,0.5359141826629639,Mahon,GOW
rmsprop,15,100,0.008985598,0.5616170167922974,Mahon,GOW
rmsprop,15,200,0.009066049,1.0764466524124146,Mahon,GOW
adam,1,10,0.008670869,0.10293569415807724,Mahon,COP
adam,1,50,0.00882683,0.10254481434822083,Mahon,COP
adam,1,100,0.008479787,0.1075848788022995,Mahon,COP
adam,1,200,0.008367165,0.09515092521905899,Mahon,COP
adam,5,10,0.009066049,0.7945282459259033,Mahon,COP
adam,5,50,0.009066049,0.3761160373687744,Mahon,COP
adam,5,100,0.009066049,0.21567174792289734,Mahon,COP
adam,5,200,0.009066049,0.1656053513288498,Mahon,COP
adam,10,10,0.008985598,1.226064682006836,Mahon,COP
adam,10,50,0.008985598,0.34357181191444397,Mahon,COP
adam,10,100,0.008985598,0.5573968887329102,Mahon,COP
adam,10,200,0.0087485025,1.1015108823776245,Mahon,COP
adam,15,10,0.008905861,0.9696938395500183,Mahon,COP
adam,15,50,0.009106544,0.6033957600593567,Mahon,COP
adam,15,100,0.009066049,1.10117506980896,Mahon,COP
adam,15,200,0.009106544,1.1017639636993408,Mahon,COP
sgd,1,10,0.008442079,0.10496611893177032,Mahon,COP
sgd,1,50,0.006403918,0.09526248276233673,Mahon,COP
sgd,1,100,0.006403918,0.09467073529958725,Mahon,COP
sgd,1,200,0.006403918,0.09402476996183395,Mahon,COP
sgd,5,10,0.009025734,0.7094295024871826,Mahon,COP
sgd,5,50,0.009025734,0.460732638835907,Mahon,COP
sgd,5,100,0.009025734,0.35334330797195435,Mahon,COP
sgd,5,200,0.009025734,0.22199812531471252,Mahon,COP
sgd,10,10,0.009025734,0.9913836717605591,Mahon,COP
sgd,10,50,0.008787579,0.24485839903354645,Mahon,COP
sgd,10,100,0.008866257,0.21902324259281158,Mahon,COP
sgd,10,200,0.009025734,0.47718632221221924,Mahon,COP
sgd,15,10,0.008670869,0.77873295545578,Mahon,COP
sgd,15,50,0.008787579,0.6540578603744507,Mahon,COP
sgd,15,100,0.008709599,0.5150864720344543,Mahon,COP
sgd,15,200,0.009025734,0.6180737614631653,Mahon,COP
rmsprop,1,10,0.008709599,0.09254997968673706,Mahon,COP
rmsprop,1,50,0.008182774,0.09192211925983429,Mahon,COP
rmsprop,1,100,0.007966863,0.09934525936841965,Mahon,COP
rmsprop,1,200,0.0081463875,0.10527098178863525,Mahon,COP
rmsprop,5,10,0.009106544,0.7744366526603699,Mahon,COP
rmsprop,5,50,0.009106544,0.40685585141181946,Mahon,COP
rmsprop,5,100,0.009066049,0.29751768708229065,Mahon,COP
rmsprop,5,200,0.009106544,0.28657615184783936,Mahon,COP
rmsprop,10,10,0.009106544,1.2246230840682983,Mahon,COP
rmsprop,10,50,0.009106544,0.46314749121665955,Mahon,COP
rmsprop,10,100,0.008905861,0.4963744878768921,Mahon,COP
rmsprop,10,200,0.009066049,0.3613020181655884,Mahon,COP
rmsprop,15,10,0.009025734,0.8525665402412415,Mahon,COP
rmsprop,15,50,0.009106544,0.5124775171279907,Mahon,COP
rmsprop,15,100,0.009106544,1.0763174295425415,Mahon,COP
rmsprop,15,200,0.009106544,1.0763254165649414,Mahon,COP
adam,1,10,0.009315969,0.15853293240070343,Gran_Canaria,GOW
adam,1,50,0.009342411,0.14935064315795898,Gran_Canaria,GOW
adam,1,100,0.009368926,0.1469423472881317,Gran_Canaria,GOW
adam,1,200,0.008532394,0.14803220331668854,Gran_Canaria,GOW
adam,5,10,0.009422184,0.7997444868087769,Gran_Canaria,GOW
adam,5,50,0.009422184,0.48572099208831787,Gran_Canaria,GOW
adam,5,100,0.009422184,0.3962857127189636,Gran_Canaria,GOW
adam,5,200,0.009315969,0.2965928316116333,Gran_Canaria,GOW
adam,10,10,0.008928221,0.8000533580780029,Gran_Canaria,GOW
adam,10,50,0.009342411,0.9500468969345093,Gran_Canaria,GOW
adam,10,100,0.009368926,0.5454992651939392,Gran_Canaria,GOW
adam,10,200,0.009237096,1.0055509805679321,Gran_Canaria,GOW
adam,15,10,0.009395517,2.572036027908325,Gran_Canaria,GOW
adam,15,50,0.009422184,0.3934169411659241,Gran_Canaria,GOW
adam,15,100,0.009422184,1.0069459676742554,Gran_Canaria,GOW
adam,15,200,0.009422184,1.0056655406951904,Gran_Canaria,GOW
sgd,1,10,0.0075320345,0.15245534479618073,Gran_Canaria,GOW
sgd,1,50,0.008877755,0.1477474868297577,Gran_Canaria,GOW
sgd,1,100,0.009081345,0.14616765081882477,Gran_Canaria,GOW
sgd,1,200,0.008802592,0.14632324874401093,Gran_Canaria,GOW
sgd,5,10,0.009342411,0.5962724685668945,Gran_Canaria,GOW
sgd,5,50,0.009342411,0.378633052110672,Gran_Canaria,GOW
sgd,5,100,0.009395517,0.2569581866264343,Gran_Canaria,GOW
sgd,5,200,0.009395517,0.1946227252483368,Gran_Canaria,GOW
sgd,10,10,0.009368926,0.8348141312599182,Gran_Canaria,GOW
sgd,10,50,0.008928221,0.2827228009700775,Gran_Canaria,GOW
sgd,10,100,0.0075320345,0.2334713488817215,Gran_Canaria,GOW
sgd,10,200,0.009237096,0.2283570021390915,Gran_Canaria,GOW
sgd,15,10,0.009237096,0.8186435699462891,Gran_Canaria,GOW
sgd,15,50,0.00885263,0.3907409608364105,Gran_Canaria,GOW
sgd,15,100,0.009184884,0.5793829560279846,Gran_Canaria,GOW
sgd,15,200,0.00915889,0.40365591645240784,Gran_Canaria,GOW
rmsprop,1,10,0.008508245,0.1457017958164215,Gran_Canaria,GOW
rmsprop,1,50,0.009210953,0.14667043089866638,Gran_Canaria,GOW
rmsprop,1,100,0.009368926,0.14958307147026062,Gran_Canaria,GOW
rmsprop,1,200,0.009263312,0.14684100449085236,Gran_Canaria,GOW
rmsprop,5,10,0.009422184,0.8069511651992798,Gran_Canaria,GOW
rmsprop,5,50,0.009422184,0.46991047263145447,Gran_Canaria,GOW
rmsprop,5,100,0.009422184,0.2530624270439148,Gran_Canaria,GOW
rmsprop,5,200,0.009368926,0.20671255886554718,Gran_Canaria,GOW
rmsprop,10,10,0.009422184,0.9699785709381104,Gran_Canaria,GOW
rmsprop,10,50,0.009422184,0.6059392690658569,Gran_Canaria,GOW
rmsprop,10,100,0.009342411,0.4291912615299225,Gran_Canaria,GOW
rmsprop,10,200,0.009395517,0.29361608624458313,Gran_Canaria,GOW
rmsprop,15,10,0.009422184,1.034510850906372,Gran_Canaria,GOW
rmsprop,15,50,0.009422184,0.517361581325531,Gran_Canaria,GOW
rmsprop,15,100,0.009081345,1.009980320930481,Gran_Canaria,GOW
rmsprop,15,200,0.00915889,0.502944827079773,Gran_Canaria,GOW
adam,1,10,0.009289604,0.147171288728714,Gran_Canaria,COP
adam,1,50,0.009055643,0.15438084304332733,Gran_Canaria,COP
adam,1,100,0.009289604,0.15334121882915497,Gran_Canaria,COP
adam,1,200,0.009368926,0.15316985547542572,Gran_Canaria,COP
adam,5,10,0.009422184,0.8238634467124939,Gran_Canaria,COP
adam,5,50,0.009422184,0.4827272891998291,Gran_Canaria,COP
adam,5,100,0.009395517,0.2959010601043701,Gran_Canaria,COP
adam,5,200,0.009342411,0.22434820234775543,Gran_Canaria,COP
adam,10,10,0.00915889,0.7107203006744385,Gran_Canaria,COP
adam,10,50,0.009422184,0.9248214364051819,Gran_Canaria,COP
adam,10,100,0.009368926,0.6432011723518372,Gran_Canaria,COP
adam,10,200,0.009395517,1.0050464868545532,Gran_Canaria,COP
adam,15,10,0.009422184,0.8172394037246704,Gran_Canaria,COP
adam,15,50,0.009422184,1.3046494722366333,Gran_Canaria,COP
adam,15,100,0.009368926,1.0129613876342773,Gran_Canaria,COP
adam,15,200,0.009422184,1.0070898532867432,Gran_Canaria,COP
sgd,1,10,0.0075320345,0.14935214817523956,Gran_Canaria,COP
sgd,1,50,0.0076612136,0.1471855640411377,Gran_Canaria,COP
sgd,1,100,0.007926255,0.14717505872249603,Gran_Canaria,COP
sgd,1,200,0.0075320345,0.14695586264133453,Gran_Canaria,COP
sgd,5,10,0.009315969,0.5704047679901123,Gran_Canaria,COP
sgd,5,50,0.009342411,0.3962952494621277,Gran_Canaria,COP
sgd,5,100,0.009342411,0.2378847450017929,Gran_Canaria,COP
sgd,5,200,0.009342411,0.18939821422100067,Gran_Canaria,COP
sgd,10,10,0.009263312,0.9353033304214478,Gran_Canaria,COP
sgd,10,50,0.009184884,0.24690665304660797,Gran_Canaria,COP
sgd,10,100,0.008154116,0.23504449427127838,Gran_Canaria,COP
sgd,10,200,0.009263312,0.24137720465660095,Gran_Canaria,COP
sgd,15,10,0.009263312,0.9092659950256348,Gran_Canaria,COP
sgd,15,50,0.008877755,0.39568525552749634,Gran_Canaria,COP
sgd,15,100,0.009237096,0.4866456985473633,Gran_Canaria,COP
sgd,15,200,0.00915889,0.4855242371559143,Gran_Canaria,COP
rmsprop,1,10,0.008532394,0.14875996112823486,Gran_Canaria,COP
rmsprop,1,50,0.008728064,0.1539197415113449,Gran_Canaria,COP
rmsprop,1,100,0.008752836,0.15257777273654938,Gran_Canaria,COP
rmsprop,1,200,0.008629674,0.1521253138780594,Gran_Canaria,COP
rmsprop,5,10,0.009422184,0.7723248600959778,Gran_Canaria,COP
rmsprop,5,50,0.009368926,0.4419689476490021,Gran_Canaria,COP
rmsprop,5,100,0.009422184,0.26555997133255005,Gran_Canaria,COP
rmsprop,5,200,0.009315969,0.4234990179538727,Gran_Canaria,COP
rmsprop,10,10,0.009422184,0.734452486038208,Gran_Canaria,COP
rmsprop,10,50,0.009315969,0.6584183573722839,Gran_Canaria,COP
rmsprop,10,100,0.009395517,0.5486440658569336,Gran_Canaria,COP
rmsprop,10,200,0.009315969,0.3806512951850891,Gran_Canaria,COP
rmsprop,15,10,0.009237096,0.8861619234085083,Gran_Canaria,COP
rmsprop,15,50,0.009081345,0.5227066278457642,Gran_Canaria,COP
rmsprop,15,100,0.009342411,0.6211338043212891,Gran_Canaria,COP
rmsprop,15,200,0.009081345,1.009136438369751,Gran_Canaria,COP
adam,1,10,0.009063661,0.31427818536758423,Tenerife,GOW
adam,1,50,0.008615229,0.319038987159729,Tenerife,GOW
adam,1,100,0.008642594,0.32139432430267334,Tenerife,GOW
adam,1,200,0.009092451,0.3160824477672577,Tenerife,GOW
adam,5,10,0.009063661,0.6406969428062439,Tenerife,GOW
adam,5,50,0.009355708,0.5226694345474243,Tenerife,GOW
adam,5,100,0.009326085,0.46950289607048035,Tenerife,GOW
adam,5,200,0.009092451,0.3830926716327667,Tenerife,GOW
adam,10,10,0.009326085,0.8586186170578003,Tenerife,GOW
adam,10,50,0.009355708,0.5119422078132629,Tenerife,GOW
adam,10,100,0.009326085,0.9523679614067078,Tenerife,GOW
adam,10,200,0.009355708,1.0328166484832764,Tenerife,GOW
adam,15,10,0.009355708,0.886074960231781,Tenerife,GOW
adam,15,50,0.009326085,1.062576174736023,Tenerife,GOW
adam,15,100,0.008949411,1.0634255409240723,Tenerife,GOW
adam,15,200,0.0092377765,1.0633705854415894,Tenerife,GOW
sgd,1,10,0.0072823223,0.31428468227386475,Tenerife,GOW
sgd,1,50,0.008426083,0.31228873133659363,Tenerife,GOW
sgd,1,100,0.0079585565,0.31075260043144226,Tenerife,GOW
sgd,1,200,0.007883198,0.3108372390270233,Tenerife,GOW
sgd,5,10,0.009208527,0.7022725939750671,Tenerife,GOW
sgd,5,50,0.009121332,0.44863268733024597,Tenerife,GOW
sgd,5,100,0.009063661,0.3485974967479706,Tenerife,GOW
sgd,5,200,0.008780731,0.3330593407154083,Tenerife,GOW
sgd,10,10,0.008921074,0.8087981939315796,Tenerife,GOW
sgd,10,50,0.009121332,0.42783012986183167,Tenerife,GOW
sgd,10,100,0.009208527,0.39054521918296814,Tenerife,GOW
sgd,10,200,0.008977838,0.35084423422813416,Tenerife,GOW
sgd,15,10,0.00926712,1.0014429092407227,Tenerife,GOW
sgd,15,50,0.009150305,0.49641895294189453,Tenerife,GOW
sgd,15,100,0.009121332,0.6785821914672852,Tenerife,GOW
sgd,15,200,0.008836601,0.5166705846786499,Tenerife,GOW
rmsprop,1,10,0.009092451,0.3208354413509369,Tenerife,GOW
rmsprop,1,50,0.009208527,0.3760172724723816,Tenerife,GOW
rmsprop,1,100,0.009006355,0.3544473350048065,Tenerife,GOW
rmsprop,1,200,0.009208527,0.3406011164188385,Tenerife,GOW
rmsprop,5,10,0.009063661,0.5709657073020935,Tenerife,GOW
rmsprop,5,50,0.009355708,0.5358725190162659,Tenerife,GOW
rmsprop,5,100,0.009355708,0.40876418352127075,Tenerife,GOW
rmsprop,5,200,0.009006355,0.4583599269390106,Tenerife,GOW
rmsprop,10,10,0.009355708,0.8713518381118774,Tenerife,GOW
rmsprop,10,50,0.009355708,0.6264363527297974,Tenerife,GOW
rmsprop,10,100,0.009296555,0.4785909652709961,Tenerife,GOW
rmsprop,10,200,0.009326085,0.46663904190063477,Tenerife,GOW
rmsprop,15,10,0.009355708,0.9695178866386414,Tenerife,GOW
rmsprop,15,50,0.009355708,0.793724000453949,Tenerife,GOW
rmsprop,15,100,0.009121332,0.6000000834465027,Tenerife,GOW
rmsprop,15,200,0.0072823223,1.0581142902374268,Tenerife,GOW
adam,1,10,0.009092451,0.32642436027526855,Tenerife,COP
adam,1,50,0.008346297,0.32794389128685,Tenerife,COP
adam,1,100,0.008725213,0.34036123752593994,Tenerife,COP
adam,1,200,0.008670047,0.32892897725105286,Tenerife,COP
adam,5,10,0.009355708,0.7558742761611938,Tenerife,COP
adam,5,50,0.00926712,0.5205880403518677,Tenerife,COP
adam,5,100,0.009326085,0.4104856252670288,Tenerife,COP
adam,5,200,0.009208527,0.420166552066803,Tenerife,COP
adam,10,10,0.009326085,0.7004095911979675,Tenerife,COP
adam,10,50,0.009355708,1.0697928667068481,Tenerife,COP
adam,10,100,0.009326085,0.4714218080043793,Tenerife,COP
adam,10,200,0.009355708,1.061651349067688,Tenerife,COP
adam,15,10,0.009208527,1.7701321840286255,Tenerife,COP
adam,15,50,0.009355708,1.0633485317230225,Tenerife,COP
adam,15,100,0.009355708,1.0635186433792114,Tenerife,COP
adam,15,200,0.009208527,1.062455415725708,Tenerife,COP
sgd,1,10,0.009092451,0.32003140449523926,Tenerife,COP
sgd,1,50,0.008836601,0.3233304023742676,Tenerife,COP
sgd,1,100,0.007398717,0.3214724063873291,Tenerife,COP
sgd,1,200,0.008060157,0.32293063402175903,Tenerife,COP
sgd,5,10,0.0092377765,0.6743488311767578,Tenerife,COP
sgd,5,50,0.008836601,0.4161432087421417,Tenerife,COP
sgd,5,100,0.008642594,0.3620074391365051,Tenerife,COP
sgd,5,200,0.007759182,0.3408275842666626,Tenerife,COP
sgd,10,10,0.0092377765,0.8032946586608887,Tenerife,COP
sgd,10,50,0.00926712,0.446102499961853,Tenerife,COP
sgd,10,100,0.0092377765,0.40830859541893005,Tenerife,COP
sgd,10,200,0.00926712,0.44932377338409424,Tenerife,COP
sgd,15,10,0.00926712,1.469724416732788,Tenerife,COP
sgd,15,50,0.009121332,0.51554274559021,Tenerife,COP
sgd,15,100,0.00917937,0.6216808557510376,Tenerife,COP
sgd,15,200,0.009208527,0.7067378759384155,Tenerife,COP
rmsprop,1,10,0.008892828,0.32923829555511475,Tenerife,COP
rmsprop,1,50,0.008479698,0.36043673753738403,Tenerife,COP
rmsprop,1,100,0.009006355,0.34220191836357117,Tenerife,COP
rmsprop,1,200,0.008670047,0.3441799581050873,Tenerife,COP
rmsprop,5,10,0.009355708,0.6934962272644043,Tenerife,COP
rmsprop,5,50,0.009326085,0.48071613907814026,Tenerife,COP
rmsprop,5,100,0.009092451,0.46396440267562866,Tenerife,COP
rmsprop,5,200,0.008587951,0.39637404680252075,Tenerife,COP
rmsprop,10,10,0.009355708,0.7915498614311218,Tenerife,COP
rmsprop,10,50,0.0092377765,0.7230740785598755,Tenerife,COP
rmsprop,10,100,0.009326085,0.4515659809112549,Tenerife,COP
rmsprop,10,200,0.00917937,0.5385128855705261,Tenerife,COP
rmsprop,15,10,0.009063661,2.072291612625122,Tenerife,COP
rmsprop,15,50,0.009063661,0.6604725122451782,Tenerife,COP
rmsprop,15,100,0.0072823223,1.0576940774917603,Tenerife,COP
rmsprop,15,200,0.00926712,1.0550891160964966,Tenerife,COP
